Roberto Benigni,"[u'Category:1952 births', u'Category:Articles with hCards', u'Category:Best Actor Academy Award winners', u'Category:Best Actor BAFTA Award winners', u'Category:CS1 Italian-language sources (it)', u'Category:David di Donatello winners', u'Category:European Film Award for Best Actor winners', u'Category:Italian Roman Catholics', u'Category:Italian buskers', u'Category:Italian comedians']"
Simon West,"[u'Category:1961 births', u'Category:American television directors', u'Category:Articles with hCards', u'Category:English film directors', u'Category:Living people', u'Category:People educated at Fearnhill School', u'Category:People from Letchworth', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers']"
Harmony Korine,"[u'Category:1973 births', u'Category:20th-century American writers', u'Category:21st-century American writers', u'Category:All articles with dead external links', u'Category:All articles with specifically marked weasel-worded phrases', u'Category:All articles with unsourced statements', u'Category:American Jews', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with dead external links from July 2015']"
Stephen Norrington,"[u'Category:1964 births', u'Category:All stub articles', u'Category:British film director stubs', u'Category:Date of birth missing (living people)', u'Category:English film directors', u'Category:Film directors from London', u'Category:Living people', u'Category:People educated at Harrow High School', u'Category:Special effects people', u'Category:Wikipedia articles with BNF identifiers']"
Elia Kazan,"[u'Category:1909 births', u'Category:2003 deaths', u'Category:Academy Honorary Award recipients', u'Category:All articles to be expanded', u'Category:All articles with unsourced statements', u'Category:American Theater Hall of Fame inductees', u'Category:American anti-communists', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors']"
László Nemes,"[u'Category:1977 births', u'Category:All articles to be expanded', u'Category:Articles to be expanded from October 2016', u'Category:Articles using small message boxes', u'Category:Articles with hCards', u'Category:CS1 maint: Uses authors parameter', u'Category:Commons category with local link same as on Wikidata', u'Category:Hungarian film directors', u'Category:Hungarian people of Jewish descent', u'Category:Hungarian screenwriters']"
 Gary Goldman,"[u'Category:1944 births', u'Category:American animators', u'Category:American film directors', u'Category:American film producers', u'Category:Animated film directors', u'Category:Articles with hCards', u'Category:Cabrillo College alumni', u'Category:Disney people', u'Category:Film directors from California', u'Category:Living people']"
Christian Alvart,"[u'Category:1974 births', u'Category:All BLP articles lacking sources', u'Category:All stub articles', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from April 2009', u'Category:German-language film directors', u'Category:German film biography stubs', u'Category:German film directors', u'Category:Living people', u'Category:Wikipedia articles with BNF identifiers']"
Gavin Hood,"[u'Category:1963 births', u'Category:Alumni of St Stithians College', u'Category:Articles with hCards', u'Category:Living people', u'Category:People from Johannesburg', u'Category:South African emigrants to the United States', u'Category:South African film directors', u'Category:South African male actors', u'Category:South African screenwriters', u'Category:University of the Witwatersrand alumni']"
Jan de Bont,"[u'Category:1943 births', u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:All articles with unsourced statements', u'Category:Articles lacking reliable references from August 2012', u'Category:Articles sourced only by IMDb from August 2012', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from November 2011', u'Category:BLP articles lacking sources from August 2012', u'Category:Dutch Roman Catholics']"
Stuart Rosenberg,"[u'Category:1927 births', u'Category:2007 deaths', u'Category:American film directors', u'Category:American film editors', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Emmy Award winners', u'Category:Films directed by Stuart Rosenberg', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Justin Simien,"[u'Category:1983 births', u'Category:African-American film directors', u'Category:African-American film producers', u'Category:African-American screenwriters', u'Category:African-American television producers', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Chapman University alumni', u'Category:Film directors from Texas']"
Jonathan Mostow,"[u'Category:1961 births', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American Jews', u'Category:American film directors', u'Category:Articles with dead external links from May 2016', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from February 2014', u'Category:Articles with unsourced statements from September 2012', u'Category:Harvard University alumni']"
